_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,тетаятг
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,18:00
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,21:00
_:bdnode3,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/йеяламидоу
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/пкгя%20йаи%20меа%20леса
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,тетаятг
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,15:00
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,18:00
_:bdnode4,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/патекг
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/ге
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,пелптг
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,18:00
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,21:00
_:bdnode5,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/оийомолоу
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/ьув%20коц
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,пелптг
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,15:00
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,18:00
_:bdnode6,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/лацйос%2Cтсывоу%2Cвяусийопоукос
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/асж%20пс%20йаи%20дийтуым
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,паяасйеуг
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,15:00
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,18:00
_:bdnode7,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#йахгцгтгс,http://dilab77.ionio.gr/swp/gerodimos/resource/аукымитгс
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#лахгла,http://dilab77.ionio.gr/swp/gerodimos/resource/пяос%20йаи%20ломт
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#аихоуса,http://dilab77.ionio.gr/swp/gerodimos/resource/цакгмос
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#глеяа,паяасйеуг
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20емаянгс,18:00
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#ыяа%20кгнгс,21:00
_:bdnode8,http://dilab77.ionio.gr/swp/gerodimos/vocab#еналгмо,б
